"Abcg2"	"Bmi1"	"Cd34"	"Cd44"	"Ctnnb1"	"Epas1"	"Ezh2"	"Hif1a"	"Kdm5b"	"Klf4"	"Lgr5"	"Myc"	"Nanog"	"Nes"	"Notch1"	"Pou5f1"	"Prom1"	"Sox2"	"Twist1"	"Zfp42"	"Zscan4c"
"X2010111I01Rik"	-0.19	-0.02	0.23	0.42	0.44	0.25	0.1	0.14	-0.27	-0.1	0.16	0.23	-0.35	-0.12	-0.04	0.24	-0.01	-0.21	-0.07	-0.29	-0.15
"X2010300C02Rik"	-0.2	0.51	0.55	0.21	0.04	0.23	-0.26	-0.12	-0.3	0.16	0.25	0.15	-0.05	0.17	0.04	-0.38	0.08	-0.06	0.71	-0.05	0.71
"X2010315B03Rik"	0.14	-0.06	-0.07	0.19	0.03	-0.05	-0.33	-0.34	-0.06	0.38	-0.06	-0.15	0.31	-0.23	0.1	-0.15	0.04	0.36	-0.06	0.2	-0.06
"X2010320M18Rik"	-0.02	0.2	0.3	-0.14	0.18	0.48	0.66	0.76	0.06	-0.7	0.28	0.58	-0.74	-0.02	-0.42	0.24	-0.27	-0.68	0.14	-0.58	0.02
"X2200002D01Rik"	-0.19	0.34	0.4	0.15	0.13	0.42	0.37	0.35	-0.29	-0.27	0.25	0.37	-0.52	0.12	-0.22	-0.14	-0.18	-0.48	0.28	-0.43	0.22
"X2210011C24Rik"	-0.04	0.17	-0.11	0.11	-0.46	-0.22	-0.04	-0.22	-0.3	0.33	-0.16	-0.31	0.41	0.19	0.22	-0.45	0.06	0.16	0.14	0.39	0.28
"X2210013O21Rik"	0.24	-0.28	-0.32	-0.18	-0.17	0.06	0.03	-0.14	0.1	0.01	-0.12	0.02	0.02	-0.3	-0.06	-0.05	-0.3	0.17	-0.36	-0.02	-0.32
"X2210016F16Rik"	-0.23	0.18	0.41	0.04	0.4	0.51	0.37	0.45	-0.06	-0.4	0.28	0.51	-0.63	0.11	-0.36	0.17	-0.24	-0.61	0.27	-0.56	0.16
"X2210016L21Rik"	0.09	-0.36	-0.33	0.05	-0.02	-0.45	-0.36	-0.5	0.08	0.34	-0.15	-0.37	0.44	-0.18	0.11	0.27	0.17	0.37	-0.32	0.36	-0.29
"X2210406O10Rik"	-0.01	0.06	0.2	-0.02	0.09	0.11	-0.06	-0.03	-0.01	0.01	0.22	0.15	-0.1	-0.06	-0.17	0.03	0	-0.04	0.22	-0.13	0.06
"X2210408I21Rik"	-0.04	-0.08	0.14	-0.08	0.11	0.16	0.12	0.17	0.04	-0.23	0.2	0.23	-0.28	-0.19	-0.29	0.17	0.08	-0.25	-0.03	-0.34	-0.16
"X2210417A02Rik"	0.03	-0.21	-0.15	0.11	0.04	0.02	-0.39	-0.38	-0.04	0.35	-0.12	-0.12	0.29	0.02	0.12	-0.1	-0.07	0.29	-0.09	0.23	0.08
"X2300009A05Rik"	0.02	0.21	0.05	0.06	-0.26	0	0	0.03	-0.06	0.16	0.08	-0.06	0.1	0.03	0.03	-0.37	-0.09	0.04	0.26	-0.03	0.15
"X2310003L06Rik"	-0.01	-0.18	-0.43	0.11	-0.28	-0.6	-0.55	-0.59	-0.06	0.62	-0.4	-0.61	0.77	0.04	0.55	-0.02	0.21	0.57	-0.29	0.78	-0.09
"X2310009B15Rik"	-0.04	0.24	0.35	0.06	0.04	0.23	0.13	0.2	-0.06	-0.03	0.26	0.27	-0.17	0.03	-0.35	-0.01	-0.07	-0.23	0.47	-0.25	0.21
"X2310011J03Rik"	-0.11	-0.23	0.08	-0.08	0.31	0.13	-0.06	0.04	0.14	-0.16	0.22	0.28	-0.21	-0.19	-0.19	0.52	-0.09	-0.22	-0.09	-0.13	-0.12
"X2310015A10Rik"	0.07	0.08	0.22	-0.08	0.15	0.59	0.36	0.47	-0.06	-0.28	0.2	0.45	-0.53	0	-0.04	0.05	-0.3	-0.3	0.09	-0.34	-0.02
"X2310022A10Rik"	0	-0.38	-0.35	0	0.03	-0.23	-0.51	-0.41	0.02	0.54	-0.23	-0.22	0.51	-0.08	0.55	0.26	-0.03	0.42	-0.33	0.58	-0.2
"X2310022B05Rik"	-0.07	0.17	0.19	-0.16	0.05	0.04	0.37	0.44	0.13	-0.4	0.25	0.18	-0.34	0.15	-0.28	0.1	0.04	-0.58	0.23	-0.43	-0.01
"X2310030G06Rik"	0.11	-0.26	-0.59	0.05	-0.3	-0.64	-0.47	-0.67	-0.07	0.73	-0.47	-0.76	0.85	0.25	0.55	-0.19	0.18	0.72	-0.41	0.7	-0.21
"X2310033P09Rik"	-0.03	-0.07	0.03	0.02	0.29	0.09	0.18	0.07	0.1	-0.26	0.06	0.14	-0.26	-0.14	-0.15	0.33	-0.06	-0.13	-0.21	-0.13	-0.23
"X2310035C23Rik"	-0.19	0.06	0	-0.09	0.01	0.21	-0.24	-0.08	0	0.05	0	0.09	-0.04	-0.05	0.34	-0.18	-0.22	0.06	-0.06	0.04	0.08
"X2310036O22Rik"	-0.15	0.19	-0.1	-0.11	-0.31	-0.29	0.38	0.19	-0.22	-0.22	-0.17	-0.21	0.05	0.19	0.03	0.08	0.17	-0.09	-0.08	0.2	-0.05
"X2310039H08Rik"	0.17	0.17	0.29	-0.06	0.19	0.6	0.48	0.52	0.22	-0.46	0.33	0.59	-0.59	-0.12	-0.4	0.08	-0.42	-0.46	0.23	-0.54	0.08
"X2310040G24Rik"	0.12	-0.06	0.01	-0.22	0.01	0.11	0.79	0.57	0.02	-0.6	0	0.19	-0.46	-0.03	-0.42	0.28	-0.02	-0.4	-0.18	-0.35	-0.34
"X2310043M15Rik"	-0.11	-0.16	-0.18	0.03	0.14	-0.2	-0.38	-0.27	0.06	0.57	-0.16	-0.22	0.3	-0.1	0.41	0.14	-0.07	0.31	-0.21	0.29	-0.15
"X2310057M21Rik"	-0.07	0.18	0.33	-0.18	0.24	0.52	0.6	0.77	0.12	-0.67	0.23	0.61	-0.71	-0.05	-0.34	0.26	-0.22	-0.59	0.08	-0.53	-0.06
"X2310061I04Rik"	0.22	-0.13	-0.04	-0.32	0.01	0.27	0.08	0.23	0.44	-0.17	0.17	0.38	-0.2	-0.09	-0.03	0.13	-0.28	-0.29	-0.01	-0.25	-0.06
"X2410002F23Rik"	0.02	-0.1	0.01	-0.21	0.15	0.34	0.05	0.29	0.38	-0.37	0.25	0.42	-0.38	-0.18	-0.07	0.31	-0.3	-0.23	-0.17	-0.27	-0.18
"X2410004B18Rik"	-0.08	-0.08	-0.17	-0.18	-0.06	-0.19	0.17	-0.11	-0.1	-0.09	-0.16	-0.13	0.06	-0.04	0	0.16	0.13	0.09	-0.29	0.13	-0.29
"X2410004I01Rik"	0.14	0.03	-0.26	-0.12	-0.45	-0.28	-0.11	-0.28	-0.04	0.18	-0.21	-0.35	0.4	0.27	0.12	-0.34	0.12	0.29	-0.01	0.39	0.08
"X2410004P03Rik"	-0.33	0.17	0.26	0.2	0.16	-0.09	-0.06	-0.02	-0.09	-0.02	0.07	-0.06	-0.09	0.08	-0.07	-0.12	0.09	-0.17	0.25	-0.17	0.25
"X2410015M20Rik"	0.16	-0.32	-0.45	-0.03	-0.14	-0.59	-0.19	-0.48	0.01	0.29	-0.35	-0.55	0.55	-0.1	0.11	0.16	0.35	0.48	-0.45	0.42	-0.31
"X2410016O06Rik"	-0.19	0.15	0.37	-0.14	0.3	0.3	0.36	0.55	0.12	-0.51	0.3	0.42	-0.55	0.2	-0.27	0.27	0.03	-0.64	0.34	-0.49	0.12
"X2410018L13Rik"	-0.15	0.01	-0.04	0.15	0.02	-0.07	-0.37	-0.26	-0.19	0.34	-0.09	-0.1	0.19	0	0.23	-0.11	-0.02	0.19	0.05	0.22	0.15
"X2410080I02Rik"	-0.03	0.04	0.24	-0.06	0.13	0.29	0.49	0.54	0.1	-0.56	0.19	0.36	-0.56	-0.15	-0.44	0.18	-0.11	-0.43	0.05	-0.5	-0.06
"X2410089E03Rik"	-0.26	0.23	-0.12	0.33	-0.1	-0.34	-0.33	-0.41	-0.39	0.41	-0.23	-0.38	0.33	0.06	0.55	-0.38	0.16	0.22	-0.06	0.31	0.08
"X2410131K14Rik"	-0.18	-0.05	0.02	0.08	0.21	-0.14	0.01	-0.01	-0.06	0.07	0.05	-0.05	-0.01	-0.1	0.03	0.24	0.07	-0.12	-0.12	-0.17	-0.26
"X2410137M14Rik"	-0.02	-0.19	-0.32	0.15	-0.15	-0.31	-0.58	-0.69	-0.19	0.69	-0.27	-0.4	0.65	-0.04	0.45	-0.07	0	0.57	-0.21	0.66	-0.02
"X2410141K09Rik"	-0.21	-0.21	-0.07	-0.04	0.12	0.06	-0.3	-0.14	-0.11	0.14	-0.09	-0.04	0.09	0	0.24	0.03	0.08	0.21	-0.21	0.21	0.01
"X2510002D24Rik"	0.19	-0.27	-0.47	0.09	-0.22	-0.37	-0.2	-0.44	-0.04	0.43	-0.32	-0.41	0.53	-0.2	0.25	0.06	0.03	0.49	-0.47	0.47	-0.33
"X2510009E07Rik"	-0.16	-0.08	-0.33	0.28	-0.16	-0.63	-0.66	-0.74	-0.16	0.77	-0.33	-0.66	0.83	0.04	0.4	-0.2	0.09	0.53	-0.11	0.64	0.04
"X2510039O18Rik"	-0.14	-0.2	-0.37	0.04	-0.15	-0.49	-0.69	-0.65	-0.06	0.78	-0.35	-0.53	0.76	0.11	0.7	-0.02	0.08	0.56	-0.18	0.69	0.04
"X2610001J05Rik"	0.28	0.13	-0.21	0.18	-0.35	-0.39	0.32	-0.15	-0.26	0.12	-0.24	-0.39	0.31	-0.04	-0.09	-0.26	0.24	0.23	-0.15	0.21	-0.16
"X2610002M06Rik"	-0.14	0.34	0.63	0.05	0.32	0.54	0.35	0.68	0.2	-0.57	0.64	0.59	-0.74	-0.02	-0.44	0.22	-0.11	-0.63	0.45	-0.67	0.16
"X2610008E11Rik"	0	0.11	0.04	0.47	0.17	-0.28	-0.42	-0.48	-0.2	0.47	-0.08	-0.32	0.36	-0.09	0.08	-0.09	0.09	0.42	0.06	0.23	0.07
"X2610020C07Rik"	-0.02	0.11	-0.11	0.14	-0.22	-0.11	-0.13	-0.2	-0.24	0.3	-0.13	-0.16	0.28	-0.03	0.23	-0.21	0	0.24	-0.02	0.26	0
"X2610020H08Rik"	0.05	-0.02	-0.19	0.11	-0.27	-0.07	-0.19	-0.41	-0.23	0.36	-0.18	-0.19	0.27	0.01	0.23	-0.45	-0.1	0.27	-0.04	0.17	0.04
"X2610021A01Rik"	0.22	-0.07	0.14	-0.32	0.21	0.67	0.41	0.67	0.35	-0.63	0.26	0.66	-0.68	-0.17	-0.34	0.25	-0.39	-0.35	-0.08	-0.47	-0.14
"X2610035D17Rik"	-0.14	0.03	-0.12	0.3	0	-0.35	-0.56	-0.64	-0.23	0.72	-0.15	-0.42	0.55	0.08	0.29	-0.3	-0.04	0.38	0.09	0.33	0.12
"X2610037D02Rik"	-0.02	0.1	0.3	0.23	0.23	0.23	0.3	0.3	-0.05	-0.37	0.22	0.27	-0.44	-0.14	-0.31	0.11	-0.04	-0.22	0.03	-0.42	-0.11
"X2610042L04Rik"	0.12	0.22	0.16	-0.02	-0.07	0.23	0.27	0.1	-0.07	-0.15	0.15	0.14	-0.25	0	-0.19	-0.28	-0.16	-0.17	0.22	-0.29	0.05
"X2610044O15Rik8"	0.1	0.23	0.04	-0.11	-0.21	0.08	0.44	0.45	-0.16	-0.3	-0.05	0.08	-0.21	0	-0.01	-0.07	-0.04	-0.09	0.01	0.01	-0.03
"X2610301B20Rik"	0.24	-0.28	-0.62	-0.03	-0.21	-0.58	-0.2	-0.47	-0.01	0.41	-0.47	-0.63	0.58	0.04	0.26	-0.06	0.21	0.57	-0.53	0.45	-0.38
"X2610318N02Rik"	0.15	-0.23	0.02	-0.29	0.24	0.42	0.44	0.52	0.28	-0.52	0.18	0.46	-0.58	-0.27	-0.25	0.49	-0.2	-0.28	-0.26	-0.43	-0.35
"X2610507B11Rik"	0.08	-0.27	-0.26	-0.3	-0.1	-0.01	0.01	-0.11	0.08	-0.11	-0.15	0.06	-0.01	0	0.1	-0.09	0.01	-0.08	-0.26	0.02	-0.2
"X2610524H06Rik"	-0.15	-0.04	0.05	0.01	0.08	-0.02	0.11	0.12	0	-0.16	0	-0.02	-0.15	-0.15	-0.26	-0.05	0.05	0.02	-0.04	-0.22	-0.09
"X2610528J11Rik"	-0.15	0.15	0.49	-0.14	0.37	0.68	0.5	0.75	0.11	-0.69	0.36	0.76	-0.85	-0.12	-0.48	0.15	-0.29	-0.79	0.27	-0.82	0.07
"X2700016F22Rik"	0.16	0.07	0.03	-0.04	-0.14	0.3	0.05	0.16	0.06	-0.04	0.09	0.25	-0.13	-0.14	-0.03	-0.15	-0.31	0.02	0.08	-0.08	-0.03
"X2700033N17Rik"	-0.09	0.16	0.3	0.05	0.28	0.43	0.07	0.31	0.02	-0.23	0.28	0.48	-0.37	-0.11	-0.2	0.11	-0.19	-0.34	0.21	-0.29	0.13
"X2700038G22Rik"	-0.21	0.29	0.47	-0.05	0.19	0.48	0.28	0.64	0.04	-0.51	0.37	0.53	-0.67	-0.04	-0.25	-0.03	-0.2	-0.55	0.33	-0.58	0.17
"X2700046G09Rik"	0.17	0.07	0.04	0.07	-0.04	0.14	-0.02	-0.02	0.09	0.07	0.08	0.08	-0.02	-0.08	-0.14	-0.16	-0.28	0.04	0.11	-0.08	0.02
"X2700049A03Rik"	0.23	-0.17	-0.63	-0.08	-0.46	-0.53	-0.33	-0.5	-0.01	0.52	-0.5	-0.64	0.68	0.05	0.49	-0.43	0.1	0.67	-0.33	0.57	-0.09
"X2700060E02Rik"	0.14	-0.23	-0.51	-0.09	-0.32	-0.61	-0.04	-0.29	-0.05	0.25	-0.47	-0.61	0.53	-0.03	0.1	-0.04	0.27	0.47	-0.46	0.39	-0.33
"X2700062C07Rik"	-0.04	0.15	0.35	-0.14	0.28	0.56	0.54	0.68	0.08	-0.64	0.3	0.64	-0.76	-0.07	-0.47	0.15	-0.28	-0.61	0.15	-0.68	-0.06
"X2700081O15Rik"	-0.25	0.08	-0.12	0.37	0.02	-0.35	-0.65	-0.6	-0.25	0.61	-0.16	-0.38	0.55	0.07	0.56	-0.07	0.18	0.46	-0.03	0.63	0.12
"X2700097O09Rik"	0.19	-0.15	-0.27	0.02	-0.22	-0.26	0.02	-0.09	0.01	0.1	-0.15	-0.3	0.21	-0.08	0.01	-0.29	0.14	0.19	-0.2	0.03	-0.13
"X2810004N23Rik"	-0.06	0.29	0.07	-0.04	-0.2	-0.12	0.65	0.41	-0.23	-0.45	-0.05	-0.05	-0.25	0.23	-0.21	0.03	0.22	-0.33	0.03	-0.11	0.02
"X2810006K23Rik"	0.25	-0.27	-0.64	-0.01	-0.46	-0.73	-0.27	-0.62	-0.11	0.55	-0.51	-0.78	0.82	0.13	0.36	-0.17	0.29	0.71	-0.47	0.69	-0.31
"X2810021J22Rik"	0.03	-0.24	-0.47	0.14	-0.12	-0.58	-0.55	-0.69	-0.14	0.58	-0.38	-0.59	0.68	-0.06	0.46	-0.16	0.23	0.65	-0.35	0.58	-0.23
"X2810029C07Rik"	0.08	0.21	0.31	0.03	0.09	0.3	0.21	0.31	0.01	-0.24	0.3	0.35	-0.38	-0.03	-0.24	-0.05	-0.12	-0.32	0.26	-0.37	0.06
"X2810403A07Rik"	-0.04	0.05	0.01	-0.12	-0.06	0.3	0.05	0.1	-0.01	-0.1	0.12	0.25	-0.23	-0.18	0.07	-0.16	-0.34	-0.1	-0.03	-0.19	-0.07
"X2810405F17Rik"	0.06	0.17	0.08	-0.07	-0.21	0.18	0.18	0.24	-0.06	-0.11	0.07	0.11	-0.15	-0.09	-0.14	-0.22	-0.15	0.01	0.13	-0.09	0.04
"X2810408A11Rik"	-0.03	0.02	0.17	-0.12	0.15	0.25	0.59	0.52	0.26	-0.51	0.28	0.28	-0.54	-0.03	-0.35	0.12	-0.19	-0.55	0.03	-0.6	-0.15
"X2810414N06Rik"	0.15	0.06	0.14	-0.03	0.02	0.15	0.12	0.16	0.05	-0.22	0.13	0.24	-0.22	-0.14	-0.27	0.05	0.03	-0.2	0.09	-0.24	0.01
"X2810417H13Rik"	0.01	0.09	0.22	-0.23	0.12	0.35	0.7	0.66	-0.02	-0.6	0.13	0.38	-0.62	0.08	-0.43	0.03	0	-0.57	0.07	-0.61	-0.15
"X2810428I15Rik"	-0.16	0.15	-0.11	-0.13	-0.26	-0.28	0.33	0.21	-0.23	-0.21	-0.18	-0.14	0.03	0.17	0.08	0.11	0.18	-0.2	-0.09	0.17	-0.05
"X2810429I04Rik"	-0.13	0.23	0.47	-0.09	0.21	0.42	0.56	0.79	0.05	-0.66	0.39	0.51	-0.76	0.03	-0.52	0.18	-0.09	-0.7	0.27	-0.73	0.04
"X2810455O05Rik"	-0.07	0.09	-0.14	0	-0.35	-0.25	-0.07	-0.14	-0.24	0.19	-0.16	-0.24	0.3	0.07	0.2	-0.15	0.05	0.19	-0.01	0.39	0.07
"X2810459M11Rik"	-0.14	0.16	0.55	-0.1	0.42	0.69	0.42	0.7	0.08	-0.65	0.45	0.75	-0.83	-0.06	-0.48	0.11	-0.22	-0.78	0.36	-0.84	0.13
"X2810474O19Rik"	0.05	0.04	0.39	-0.16	0.35	0.76	0.55	0.72	0.3	-0.6	0.4	0.72	-0.79	-0.17	-0.46	0.19	-0.45	-0.53	0.16	-0.69	0.01
"X2900011O08Rik"	0.01	-0.18	-0.21	0.17	0.04	-0.4	-0.55	-0.64	0.01	0.52	-0.18	-0.37	0.54	-0.09	0.06	-0.07	0.09	0.36	-0.15	0.31	-0.1
"X2900026A02Rik"	-0.04	-0.05	0.07	-0.21	0.03	0.13	-0.17	0.02	0.26	0.22	0.1	0.1	0.03	0.04	0.08	-0.19	-0.23	-0.1	0.23	-0.17	0.08
"X2900076A07Rik"	0.1	-0.17	-0.39	-0.07	-0.4	-0.22	-0.37	-0.47	-0.14	0.42	-0.23	-0.31	0.44	-0.15	0.32	-0.33	-0.03	0.45	-0.25	0.38	-0.17
"X3010026O09Rik"	0.21	-0.21	-0.39	0.09	-0.18	-0.36	-0.08	-0.47	0.01	0.23	-0.33	-0.44	0.39	-0.01	0.17	-0.1	0.16	0.42	-0.34	0.35	-0.12
"X3110001I22Rik"	-0.1	0.04	0.31	0.03	0.45	0.34	0.09	0.2	0.04	-0.18	0.22	0.36	-0.32	-0.14	-0.13	0.44	0	-0.13	0.04	-0.12	-0.02
"X3110002H16Rik"	-0.12	0.07	-0.22	0.04	-0.22	-0.3	-0.52	-0.53	-0.27	0.57	-0.38	-0.38	0.6	0.17	0.49	-0.42	0.09	0.41	0.04	0.55	0.23
"X3110009E18Rik"	0.09	0.03	-0.2	-0.24	-0.3	-0.23	0.4	0.22	-0.15	-0.31	-0.22	-0.19	-0.02	0.1	-0.13	-0.09	0.23	-0.08	-0.22	-0.03	-0.3
"X3110040N11Rik"	0.2	-0.1	-0.15	0.06	-0.22	-0.24	0.38	-0.16	-0.21	0.04	-0.15	-0.22	0.18	-0.03	-0.2	-0.03	0.17	0.14	-0.17	0.11	-0.19
"X3110043O21Rik"	0	-0.06	-0.3	0.36	-0.13	-0.65	-0.6	-0.74	-0.2	0.72	-0.4	-0.68	0.78	-0.03	0.4	-0.16	0.31	0.72	-0.15	0.63	0
"X3110062M04Rik"	-0.05	0.33	0.18	0.27	-0.11	-0.16	0.1	-0.2	-0.28	0.22	0.07	-0.2	0.17	0.11	-0.01	-0.31	0.08	0.05	0.33	0.06	0.2
"X3110082I17Rik"	0.05	-0.14	-0.14	-0.17	-0.08	-0.38	0.37	-0.01	-0.06	-0.26	-0.13	-0.22	0.02	0.02	-0.24	0.35	0.52	-0.02	-0.2	0.03	-0.27
"X3110083C13Rik"	-0.21	0.2	0.59	0.01	0.41	0.55	0.47	0.69	0.17	-0.64	0.47	0.62	-0.81	-0.08	-0.54	0.19	-0.16	-0.73	0.34	-0.81	0.11
"X3222401L13Rik"	0	0.05	-0.12	0.47	-0.04	-0.27	-0.52	-0.5	-0.29	0.59	-0.23	-0.36	0.49	-0.12	0.45	-0.29	-0.04	0.5	-0.05	0.44	0.13
"X3300002I08Rik"	0.01	0.05	0.11	0	0.05	0.14	0.04	0.12	0.01	-0.04	0.05	0.14	-0.13	-0.16	-0.05	0.01	-0.05	0	0.07	-0.1	0.07
"X3300002P13Rik"	0.2	0.1	0.39	-0.11	0.15	0.67	0.3	0.45	0.16	-0.4	0.32	0.65	-0.58	-0.11	-0.41	-0.02	-0.27	-0.43	0.39	-0.54	0.27
"X3632451O06Rik"	0.11	-0.24	-0.54	0.12	-0.35	-0.7	-0.55	-0.76	-0.15	0.65	-0.48	-0.76	0.85	0.05	0.52	-0.12	0.41	0.77	-0.37	0.78	-0.13
"X3830406C13Rik"	0.06	0.43	0.16	0.26	-0.19	0.04	0.02	0	-0.24	0.09	0.02	-0.06	0.04	0.03	-0.1	-0.53	-0.05	0.08	0.32	-0.01	0.27
"X3830408C21Rik"	-0.01	0.01	0.1	-0.13	0.05	0.3	0.33	0.38	0.01	-0.37	0.1	0.27	-0.39	-0.09	-0.29	0.01	-0.21	-0.27	-0.03	-0.39	-0.11
"X3830417A13Rik"	-0.28	0.52	0.62	0.27	0.12	0.09	-0.08	0.01	-0.31	0	0.42	0.11	-0.16	0.23	-0.13	-0.19	0.14	-0.26	0.57	-0.14	0.59
"X4632404H12Rik"	0.2	0.14	0.27	-0.03	0.13	0.57	0.42	0.57	0.2	-0.44	0.38	0.55	-0.58	-0.19	-0.34	0.06	-0.36	-0.36	0.12	-0.52	-0.07
"X4632415L05Rik"	0.01	0.17	0.21	0.04	0.16	0.48	0.39	0.39	-0.15	-0.35	0.22	0.45	-0.54	-0.18	-0.25	-0.02	-0.31	-0.34	0.07	-0.45	-0.06
"X4732491K20Rik"	0.07	0.03	0.01	-0.01	-0.06	-0.09	0.07	0	-0.14	0	-0.01	-0.04	0.03	-0.07	-0.14	-0.04	0.11	-0.04	0.01	-0.06	-0.06
"X4833407H14Rik"	0.16	0.18	0.15	-0.28	0.03	0.52	0.67	0.66	0.11	-0.65	0.16	0.49	-0.64	-0.03	-0.31	0.11	-0.31	-0.42	0.04	-0.39	-0.09
"X4833420G17Rik"	-0.04	-0.1	0.03	0.2	0.14	0.19	-0.01	-0.01	-0.18	-0.04	-0.04	0.17	-0.22	-0.3	0.04	-0.15	-0.14	0	-0.14	-0.23	-0.11
"X4833422M21Rik"	-0.14	0.08	0.53	-0.06	0.4	0.59	0.48	0.76	0.23	-0.67	0.57	0.71	-0.83	-0.13	-0.55	0.33	-0.23	-0.77	0.25	-0.83	-0.01
"X4833439L19Rik"	0.19	0.02	0.25	-0.32	0.1	0.64	0.49	0.6	0.17	-0.65	0.26	0.66	-0.68	-0.03	-0.39	0.04	-0.22	-0.55	0.17	-0.62	0.05
"X4833445I07Rik"	0.02	0.03	0.01	0.14	0	0.05	-0.13	-0.11	-0.11	0.23	0	0.04	0.04	-0.09	0.08	-0.2	-0.21	0.08	0.02	0	-0.02
"X4921507P07Rik"	-0.08	0.38	0.57	0.09	0.13	0.5	0.19	0.29	-0.13	-0.32	0.41	0.52	-0.54	0.01	-0.33	-0.22	-0.1	-0.46	0.63	-0.52	0.41
"X4921524J17Rik"	0.13	0.08	-0.25	-0.28	-0.38	0.05	0.5	0.4	-0.01	-0.3	-0.24	0.01	-0.11	0.23	-0.04	-0.15	-0.19	-0.07	-0.2	0.04	-0.11
"X4921536K21Rik"	0.15	0.02	0.08	0.15	-0.02	0.08	0	-0.1	-0.1	0.07	0.16	0.09	-0.01	-0.08	-0.06	-0.05	0.05	-0.01	0.06	-0.05	-0.01
"X4930402H24Rik"	-0.03	0.05	-0.35	0.2	-0.31	-0.43	-0.57	-0.69	-0.18	0.73	-0.33	-0.6	0.71	0.14	0.56	-0.45	0.05	0.59	-0.1	0.59	0.18
"X4930427A07Rik"	-0.1	0.07	-0.13	0	-0.13	-0.29	0.01	-0.04	0.01	-0.07	-0.04	-0.21	0.07	0.11	0.27	0	0.21	-0.12	-0.16	0.08	-0.05
"X4930430F08Rik"	0.28	0.16	0.1	-0.11	-0.27	0.13	0.51	0.36	-0.02	-0.31	0.05	0.14	-0.2	-0.02	-0.38	-0.23	0.01	-0.16	0.18	-0.24	0.02
"X4930432K21Rik"	-0.15	0.35	0.29	0.11	0.01	0.01	0.28	0.11	-0.22	-0.16	0.05	0.04	-0.15	0.17	-0.11	-0.08	0.18	-0.19	0.26	-0.06	0.27
"X4930444M15Rik"	0.25	-0.17	-0.46	-0.11	-0.27	-0.18	-0.22	-0.39	-0.09	0.51	-0.37	-0.34	0.47	0.22	0.46	-0.12	-0.15	0.55	-0.35	0.56	-0.16
"X4930447C04Rik"	-0.13	0.28	0.49	-0.03	0.23	0.58	0.5	0.74	0.09	-0.67	0.44	0.61	-0.82	0.02	-0.51	0.05	-0.26	-0.67	0.37	-0.76	0.21
"X4930451G09Rik"	-0.02	-0.05	-0.03	0.01	-0.08	0.11	-0.04	-0.18	-0.11	0.03	0.05	0.08	-0.06	-0.13	-0.01	-0.14	-0.15	-0.01	-0.02	-0.09	-0.04
"X4930452B06Rik"	0.14	0.08	-0.35	0.01	-0.51	-0.36	-0.35	-0.58	-0.18	0.55	-0.27	-0.48	0.67	0.19	0.38	-0.49	0.06	0.55	0.01	0.65	0.15
"X4930453H23Rik"	0.11	-0.04	0.29	-0.05	0.25	0.5	0.21	0.43	0.23	-0.37	0.43	0.53	-0.46	-0.21	-0.35	0.31	-0.21	-0.36	0.13	-0.39	-0.06
"X4930453N24Rik"	0.18	-0.15	0	-0.27	0.01	0.33	0.32	0.49	0.17	-0.45	0.12	0.33	-0.35	-0.2	-0.26	0.3	-0.13	-0.06	-0.17	-0.16	-0.17
"X4930461G14Rik"	0.27	-0.15	-0.45	0.08	-0.42	-0.56	-0.35	-0.7	-0.2	0.48	-0.38	-0.57	0.74	0.08	0.3	-0.23	0.36	0.67	-0.24	0.72	-0.08
"X4930480K23Rik"	0.26	-0.11	-0.28	-0.13	-0.29	-0.03	0	-0.18	-0.06	0.13	-0.14	-0.08	0.18	-0.14	0.11	-0.23	-0.16	0.19	-0.17	0.14	-0.18
"X4930486L24Rik"	-0.07	0.16	0.49	-0.1	0.37	0.59	0.45	0.64	0.19	-0.58	0.42	0.62	-0.72	-0.12	-0.49	0.28	-0.2	-0.61	0.25	-0.62	0.1
"X4930502E18Rik"	-0.14	0.12	0.06	0.4	0	-0.41	-0.12	-0.4	-0.49	0.22	-0.15	-0.37	0.28	0.15	0.07	-0.09	0.62	0.21	0.1	0.23	0.09
"X4930503L19Rik"	0.29	-0.05	-0.25	-0.23	-0.35	0.18	0.13	0.02	-0.08	0.02	-0.17	0.1	0.02	-0.1	0.02	-0.28	-0.22	0.14	-0.16	0.03	-0.18
"X4930507D05Rik"	-0.01	0.06	0.25	-0.04	0.34	0.49	0.34	0.42	0.15	-0.41	0.23	0.49	-0.54	-0.07	-0.26	0.29	-0.24	-0.38	0.01	-0.41	-0.15
"X4930509E16Rik"	0.18	-0.16	0.05	-0.21	0.06	0.34	0.4	0.45	0.21	-0.49	0.17	0.44	-0.47	-0.21	-0.39	0.22	-0.21	-0.38	-0.07	-0.4	-0.24
"X4930517L18Rik"	-0.31	0.16	0.27	0.3	0.33	0.29	0.06	0.14	-0.25	-0.1	0.08	0.21	-0.34	-0.1	-0.03	-0.08	-0.15	-0.13	0.1	-0.3	0.18
"X4930518I15Rik"	0.11	-0.01	-0.17	0.07	-0.18	-0.08	-0.32	-0.21	-0.04	0.3	-0.14	-0.18	0.26	-0.09	0.28	-0.31	-0.11	0.36	-0.05	0.24	0
